geneName	HEK293T.3h	HCT116.3h	Hela.3h	HEK293T.6h	HEK293.12h.CHX	HEK293.12h.noCHX	SUM159.12h	SUM159.0.2.24h
ENO4	-0.26529	-1.29582	-0.708487	0.293833	0.110314	4.05845	-0.115414	-1.25339
TEX45	-0.924253	-1.29582	0.0284782	-0.362213	0.514704	3.73653	-0.115414	0.331573
CDC42BPB	0.351732	0.106279	-0.267596	0.24547	0.543683	2.85175	0.14723	-0.241726
ERICH2	1.0213	-0.447822	0.613441	-0.00857604	0.89732	3.32149	0.621552	-1.25339
AKT1S1	-0.110421	-0.616079	-0.788076	-0.502992	-1.60557	-1.02192	0.527863	0.424984
COL6A6	-0.754328	-0.295819	0.613441	0.78979	-2.65522	3.54388	-0.115414	0.331573
ARL2	-0.86671	-0.665657	-0.624599	-0.399164	-0.433819	-1.02429	0.466182	-0.170087
MRPL23	-1.95092	-0.585326	-0.971522	-0.759548	-2.05576	-1.00044	0.14762	0.219099
ALG3	-0.609952	0.0942803	-0.146717	-0.289421	-0.965658	-1.00301	-0.192675	0.7339
C5orf49	0.660709	-0.295819	0.613441	1.05282	-1.65522	3.32149	-0.115414	0.331573
FER1L5	0.660709	-1.29582	0.613441	0.0528245	-2.65522	2.82399	-0.115414	0.331573
DUSP14	-0.297062	-0.126942	-0.132222	-0.756745	-0.862379	-1.00044	-0.227162	0.0118837
CISD3	-0.489991	-0.749537	-0.524063	-0.34109	-1.14661	-1.00044	0.430981	0.926878
CLK1	0.109924	0.166808	0.271521	-0.947175	1.31563	0.349503	1.2166	2.45869
FAM13B	0.966055	1.40462	0.710957	0.563562	0.310014	0.488599	-1.14936	0.190711
MAPK6	0.379753	0.495594	0.0515618	0.0250795	-0.209421	0.555954	1.18004	0.583637
PABPC1	-0.537912	-0.901238	-0.863537	-1.19878	0.0476123	-0.391427	-1.06825	-1.0386
ZNF264	-0.610593	0.315615	0.338818	0.374753	-0.160456	1.07756	-1.06743	0.746611
RFX2	0.0903937	0.874106	-0.304097	-0.279751	-0.127974	-0.456119	1.09404	0.419036
HAGHL	-0.884725	0.336449	-0.0477574	0.190328	-0.70413	-0.941546	1.09317	-0.0309968
CEP152	0.53809	0.527303	0.38888	0.401974	1.01184	0.09498	-1.00444	-0.970432
MAST1	-0.672714	-0.0120263	-0.788658	-0.1171	-0.830307	-0.848436	2.10698	-0.253389
RAB3A	-1.0909	-0.536827	-1.66667	-1.65172	-1.65522	-1.62604	1.63182	-0.01635
CORO2A	-0.45859	-0.295819	-0.61885	0.0121825	-0.527465	-0.848436	1.37935	-1.5429
HSD17B1	-0.386596	-0.558854	0.128014	0.259275	-0.655221	0.151564	2.46955	2.33157
AMOTL2	-0.149813	-0.244076	0.577521	-0.0991786	0.859353	0.87403	-1.11334	-1.10648
SGK1	0.285498	-0.180342	0.229511	-0.606139	-1.4853	0.151564	-1.11058	-1.43707
PLAU	1.2822	0.443075	0.475937	-0.432602	0.344779	-0.848436	-1.02959	-1.38283
EEF1AKMT3	0.660709	-0.0734269	0.613441	0.415395	-0.432828	-2.5854	1.79148	2.33157
NAPB	0.5676	1.08269	-0.51209	-0.169568	-0.143322	-1.11147	1.50607	1.80106
DGCR6L	-0.0702947	0.356257	-0.971522	0.379053	0.425699	1.02603	1.12163	1.56861
ZNF557	0.0690832	0.597266	0.635809	0.200923	1.32663	0.289067	-1.0223	0.737566
ARHGEF9	0.756468	-1.51821	-0.193914	1.17312	0.290332	1.23403	1.75906	-0.253389
PRR7	-1.2544	-0.0327849	0.350406	-0.444675	-1.43283	-0.156559	1.71748	2.4401
ACTR3B	-0.155844	0.289143	-0.136581	-0.0364428	-0.248796	-0.0339921	1.39916	1.88177
SPRY2	0.589274	1.51154	0.613441	0.701352	0.0996669	-0.333863	-1.00438	-0.568122
MYO7A	0.743172	2.87411	0.0284782	-0.432602	1.15213	0.736526	2.34402	2.13893
PARP6	0.678857	0.704181	0.935369	0.699188	0.743816	-1.07083	1.20651	2.35711
SEMA7A	-2.01389	-0.165116	0.806086	-1.30081	0.432242	-1.5854	-1.04463	-2.06104
FGF5	-0.0913631	-0.295819	0.613441	-0.625247	-0.485296	-0.848436	-1.0085	-1.14647
LUM	-0.00455475	0.704181	0.55624	-0.0296377	-2.65522	-0.263474	-1.07235	-1.5429
ARMC5	-1.29706	0.302818	0.140371	-0.186641	0.666707	0.284014	-1.08894	-1.40095
RNF165	-0.339291	0.289143	-0.971522	-0.947175	-1.07026	-0.263474	1.95498	1.59461
CACNG8	1.33878	2.51154	1.61344	-0.0211761	-0.711804	0.321489	1.55146	1.397
EPHA2	-0.759274	0.370848	0.495071	-0.845296	-0.314184	-1.67851	-1.04043	-0.64978
CCDC150	0.0202518	-0.658389	1.02848	-0.0674697	1.42515	0.428404	1.93521	2.43111
UGCG	-0.283183	-0.0217859	0.29449	-0.458029	-0.454599	-0.831758	-1.07535	-0.842129
ADM	-0.241443	0.198541	0.179544	-0.541183	-0.737683	-1.04108	-1.12871	1.44297
PANK1	-0.189714	0.163612	-0.18725	-0.483228	-1.15145	0.0413806	1.39916	1.27911
GDPD1	-0.0814929	0.451415	0.765444	0.191723	0.726208	-0.220405	-1.02968	-0.035209
ANKRD29	0.497211	-0.558854	0.461438	-1.2691	-0.462576	-0.585402	1.11488	0.675528
ADAMTS1	-0.0897832	-1.29582	0.663993	0.0365752	-0.0969261	-0.816728	-1.12005	-1.21082
STC1	1.07575	-0.295819	0.613441	-0.269104	-0.0702581	-0.263474	-1.00349	-2.94071
RCAN1	-0.0554977	-0.710857	0.804124	0.254458	-2.32765	0.151564	-1.10977	-0.6855
CFAP410	-0.600055	-0.880782	0.497963	-0.0540907	-0.489635	-0.263474	1.10698	0.390467
ZNF281	0.247169	0.0703086	0.231647	0.0315559	-1.20542	0.279668	-1.07006	-0.994456
C1orf74	0.0370145	0.637067	-0.0646312	0.340106	-0.466187	0.736526	1.24716	1.61168
LRATD1	0.830634	-0.295819	-0.386559	-1.94718	-2.65522	0.151564	1.52202	0.62108
SGPP2	0.490784	0.382253	0.613441	0.0528245	0.899368	1.05845	-1.04502	-2.53092
TIPARP	0.499965	0.325669	0.690124	0.248612	0.677355	0.816696	-1.1158	-2.70731
ZNF691	-0.172537	0.856184	0.582414	0.60384	0.525352	0.422417	1.51077	1.76221
HCN1	1.11652	0.375558	0.593812	-0.452411	-0.517717	-0.848436	1.34402	1.33157
ZNF12	0.44427	0.627559	0.598794	0.340721	0.332288	0.621049	-1.06705	0.229694
DEPP1	-0.952267	0.704181	0.613441	-0.795172	-0.333293	-2.84844	1.63461	-2.12786
ANGPTL4	-2.14665	-0.295819	0.170922	-1.53214	-1.65522	0.736526	-1.20385	-1.15979
ZNF30	0.728613	1.51154	-0.386559	0.512256	1.18128	0.929171	2.46955	2.72389
MAT2A	-0.135989	-0.0241889	-0.035219	-1.3285	0.115554	-1.32736	-1.07979	-3.23699
ENSG00000170846	0.318603	-0.295819	0.0284782	0.578893	-0.0430367	0.192206	1.2631	0.948245
SLFN12	0.660709	-0.295819	0.366801	0.0528245	-1.65522	0.736526	-1.00708	-0.553968
SLC2A14	1.66071	0.704181	0.613441	0.0528245	-1.65522	0.736526	-1.07235	-0.390893
NABP1	-0.0577203	0.003741	0.481445	-0.54984	0.446317	0.108495	-1.10866	-0.019432
ZNF266	0.320285	0.552178	0.583693	0.616725	0.929742	1.15156	-1.03295	-0.668427
FOSL1	-2.03973	-0.314827	-0.301312	0.0528245	-2.91826	-0.848436	-1.08319	-1.30018
FOXC2	-0.0762562	-0.295819	0.266518	0.900821	0.152134	0.736526	-1.05121	-1.25981
MAMSTR	-0.0538884	0.511536	1.93537	-0.859713	-0.79724	-0.400978	2.10698	1.06854
ZFAND2A	0.245672	0.003741	-0.445453	-0.560152	-0.276709	0.736526	-1.19342	-0.161467
LSM10	-0.0438347	-0.112373	0.911121	-0.238224	-1.40146	0.452733	1.3383	0.762208
IBA57	-0.731245	-0.810392	-0.627567	0.0268293	-0.201189	-0.438248	-1.11541	-0.446034
CLN8	0.251318	0.206681	0.520331	-1.02518	-0.935329	-1.00044	-1.01023	0.42544
PDE4B	0.923744	0.643485	0.461438	0.78979	-0.0702581	2.32149	1.58503	0.331573
MAFF	0.660709	0.441146	0.401937	0.0528245	-2.87761	-0.263474	-1.06919	-0.846764
SLC35E2B	0.292322	0.189608	-0.319445	0.269636	0.677355	0.867771	-1.06961	0.132264
ZNF699	-0.152205	0.905815	0.53944	0.467862	1.66671	2.32149	-1.13319	-0.121249
ZBTB44	0.20364	0.363144	0.38603	-0.321571	0.30464	-0.0410816	1.11808	1.95501
ZNF775	-0.352837	0.189608	1.09887	0.217884	-0.30877	0.431671	1.39916	0.694143
BORCS6	-0.773386	-0.208356	-0.524063	-0.532138	-1.02962	-0.472927	1.19653	1.42779
CFD	-0.432139	-0.305405	-0.00671122	0.293833	-0.659974	-0.519814	1.13513	0.331573
MT-ND6	1.39003	0.437418	1.00086	0.18315	-0.419332	0.317573	-1.14255	-2.21935
MT-ND2	0.278001	0.423831	0.734164	0.42911	-2.24988	0.736526	-1.14981	-0.318064
PAX9	-0.424682	0.926573	0.613441	-0.1613	-1.35566	-0.263474	1.38101	0.611681
FICD	-0.941327	0.356257	1.05401	-0.227283	0.880832	0.0584541	-1.01966	-0.626607
MT-ND4	-0.287135	0.392798	0.512672	-0.0732123	-2.04495	0.401342	-1.03027	-1.53399
MT-ATP6	0.0580711	0.480494	0.74477	-0.147883	-2.66966	0.640311	-1.15243	-1.74367
MT-CO3	0.0928985	0.283094	0.831833	0.00543504	-1.24071	-0.129505	-1.0134	-1.47514
ZNF805	0.113222	0.0385998	0.448381	0.216323	0.64856	-0.793989	-1.10334	0.513571
TMSB4X	0.982637	-0.543747	-0.184925	0.830432	-1.91826	0.736526	1.2631	-0.0834642
C22orf39	-1.06774	-0.558854	0.475937	-0.21021	-1.04806	-0.202073	1.08389	0.969003
ZNF324B	-0.325351	-0.295819	0.082926	0.618422	0.0386762	-0.111471	1.18944	1.2885
THTPA	0.175283	-0.810392	0.137003	0.305212	0.405321	-0.0477453	1.15468	1.52951
ENSG00000260342	1.77935	-0.295819	1.09887	-0.647615	-2.73888	0.736526	1.97205	2.5015
ENSG00000269711	-1.70186	0.704181	-1.38656	-0.269104	-2.16979	1.47349	1.94348	1.55397
ANKRD34A	-0.924253	-0.880782	-1.12352	-1.1316	-1.29265	-0.263474	1.42515	0.19407
NUDT18	0.468064	-0.465744	-0.234556	0.357679	-1.2629	-1.26347	1.43207	0.438489
DNASE1L1	0.284146	0.356257	-0.51901	0.279595	0.0500361	0.234026	0.115199	-1.0146
GLT8D1	0.164581	-0.00991041	-0.276485	0.161572	0.622604	0.00571265	-0.331428	-1.01715
ALAS1	0.0464931	0.335458	-0.143933	0.109019	0.254014	1.02032	-0.0970244	-1.00764
GCLM	0.330603	-0.0259312	-0.00844265	-0.0193253	-1.05483	-0.325758	-0.024123	-1.02229
HDAC9	0.895175	-0.0327849	0.613441	1.22275	-1.39219	-0.263474	0.3936	2.66456
HDAC7	-0.157087	-0.567121	-0.472859	-0.169568	-0.621273	-0.170365	0.287004	-1.0142
GNB5	0.146136	-0.469849	-0.284829	-0.166742	0.382254	0.234026	0.316845	-1.01578
GNB1	-0.283984	-0.185895	-0.368929	-0.385203	-0.604496	-0.345832	0.44206	-1.00828
CTTN	0.414286	-0.381549	-0.262261	-0.262481	0.622287	-0.333863	0.071704	-1.02322
PDPR	0.127835	-0.608977	-0.0646312	0.346556	0.103771	0.584523	-0.602113	-1.00312
PDGFB	0.660709	-0.108192	0.991952	0.0528245	-0.977149	0.736526	-0.842396	-1.00546
TIMM9	0.461132	-0.328986	-0.279644	0.147342	0.254582	0.373956	0.200845	2.59873
SAMD15	0.487378	0.704181	0.265517	1.63779	0.666707	-0.137943	0.884586	2.6535
NOP56	0.726708	0.362006	-0.100998	0.644327	0.725394	0.30676	-0.218613	3.28145
HSPB1	-0.277508	-0.363433	-0.323807	-0.651621	-1.50415	-1.21456	0.207551	-1.02199
GBF1	0.155403	0.100109	0.306943	0.19774	-0.0357009	-0.108499	-0.0979597	-1.00497
RAB5B	0.13216	-0.136163	-0.376552	-0.224285	-0.0535149	0.0496839	0.411089	-1.00081
GPR63	-0.674275	-0.125894	-0.386559	-0.859713	-1.4411	-0.111471	0.536663	2.84615
CLK4	-0.0937702	0.40462	0.0728723	-0.650782	1.5736	-0.447899	0.797123	2.55699
ABHD14A-ACY1	0.660709	-0.295819	0.613441	1.05282	-2.07026	0.736526	0.884586	2.791
EIF4G1	0.338287	0.413272	0.369353	0.0260271	-0.621189	-0.990625	-0.151962	-1.00812
VAX2	-0.22512	-1.29582	0.613441	0.213289	-1.09723	-1.26347	1.14762	3.46908
GADD45A	1.0564	0.742049	1.12245	0.837812	1.04922	1.58452	0.0268798	3.10008
IFIT2	2.66071	0.704181	0.320659	-1.53214	-0.655221	0.736526	1.04213	3.02345
P4HA1	-0.215403	-0.304589	-0.0435613	-0.484441	1.91736	0.0874332	-0.351122	-1.00806
CSE1L	0.471856	0.341211	0.0605089	-0.277573	0.267612	-0.0892074	-0.316547	-1.01092
HNRNPR	0.675754	0.36527	-0.0928057	0.16125	1.22334	0.231403	0.0335458	-1.01901
MACF1	0.314833	0.321352	0.580576	0.243457	-1.24018	-0.375367	-0.335202	-1.01032
SNX9	0.61653	0.164773	0.147517	-0.320219	0.62162	0.183134	-0.159808	-1.00812
IMMT	0.403513	0.0774845	-0.0064693	0.266388	1.58	0.617882	-0.222067	-1.01024
RAP1GAP2	0.305321	0.0779956	-0.298023	0.342331	0.110314	-0.142168	0.0496452	2.60006
FHOD1	-0.414167	-0.333294	-0.160051	-0.895337	-0.706446	-0.805368	0.0948534	-1.0055
PCNX2	0.674649	1.40462	1.39105	0.878795	0.858189	0.970991	0.655104	3.29939
THBS1	0.338781	0.175646	0.579993	-1.2691	-6.7845	0.736526	-0.305719	-1.00363
MAPKBP1	0.276369	0.977199	-0.153582	0.431336	-0.432828	-1.00044	0.271609	-1.0063
CENPE	0.330508	0.72381	0.398173	-0.155618	-0.366651	-0.199344	-0.430068	-1.00904
SDSL	-0.742646	-0.0140483	0.00936939	-0.198714	1.44714	0.344209	0.802124	2.88957
ARRDC4	1.02013	0.0145208	0.337806	1.16964	1.65333	1.10849	0.469548	4.42116
SCRN2	-0.469017	-0.409775	-0.459316	0.066371	0.699312	-0.198379	0.441689	-1.0142
PRELID3A	0.459076	-1.29582	0.31388	1.31586	0.327501	0.888529	-0.81056	2.77549
CACNA1A	0.982637	-0.00631267	-1.97152	0.0528245	-3.24018	-0.263474	-0.115414	2.97543
XPR1	-0.0407047	0.146699	-0.13184	-0.0609012	0.284585	0.144611	-0.318839	-1.02233
RGS16	0.481541	-0.810392	-0.038636	0.0934665	0.320532	-0.669466	-0.493926	3.28935
UBXN4	0.118486	0.195062	0.187534	0.0168735	1.19865	0.39853	-0.245639	-1.01283
PAM	0.139464	0.17946	0.208112	0.0354633	0.142945	0.279319	-0.269285	-1.01845
TSLP	0.595614	0.704181	-0.386559	0.823343	-0.283252	0.251099	-0.115414	2.55397
SERPINH1	-0.386007	-0.136992	0.120637	-0.20116	0.898231	-0.428533	-0.0257674	-1.00386
VEGFC	0.660709	-0.295819	-0.177973	0.342331	-0.737683	0.736526	-0.407069	-1.00818
PLA2R1	0.660709	-0.295819	0.220858	1.05282	-1.65522	0.736526	-0.448737	-1.02094
CDK20	-0.184448	0.481788	-0.00323065	0.696681	0.1869	0.0990961	0.444013	3.10601
NPTN	-0.573153	-0.295819	-0.397399	-0.469258	-0.714599	-0.438916	-0.337978	-1.02057
ATP13A2	-0.266986	0.237055	-0.17614	0.361993	-0.143631	-0.14318	0.0948036	-1.001
NEK8	0.21325	0.552178	0.861368	0.342331	0.567172	-0.0410816	1.03659	2.62108
CCDC78	-0.417293	-0.880782	-0.971522	2.63779	-0.195789	-1.5854	-0.700377	2.6535
FCMR	2.24567	-1.88078	-0.123525	-0.947175	-0.655221	-0.263474	1.88459	3.5795
CLDN1	-0.294896	-0.295819	0.0827142	-0.0142897	-0.655221	0.151564	-0.154233	2.96672
TMEM79	-0.313295	0.511536	1.78337	1.72268	0.29587	1.47349	0.370013	2.86763
TGFBR2	-0.485032	0.158747	-0.544821	-0.146484	0.20985	0.414598	-0.398611	-1.01212
ZNF367	-0.307348	-0.588	0.289438	-0.0674697	0.477805	-0.743467	-0.0692849	-1.00081
HSPA12A	-0.0908536	-0.0987824	0.420796	-0.269104	-0.29614	-0.12597	0.130747	-1.00723
C18orf54	0.660709	-0.143816	0.55204	1.0022	1.15213	0.0584541	0.458321	-1.00723
SMAD3	-0.4081	-0.0908375	0.126613	-0.448573	-0.811622	-0.263474	-0.105677	-1.00838
GPRC5B	-0.934521	-0.488464	-1.50204	-0.75453	-1.52398	-0.485866	0.206514	2.5795
MMGT1	0.407548	-0.231689	-0.326493	-0.667687	-0.571965	-0.697877	-0.321865	-1.01344
TMEM182	0.40759	-0.743278	-0.88906	0.711788	0.308253	0.414598	0.247156	3.03201
RSL1D1	0.393182	0.327391	-0.300916	-0.399496	0.862467	-0.485146	-0.290715	-1.00705
CTPS1	0.381397	0.23939	0.0700496	-0.241461	0.796475	0.0549903	-0.0159499	-1.00112
ZNF57	-0.271119	0.424073	-0.123525	0.237249	0.0920133	0.736526	0.611567	2.75899
RASGRP1	1.29148	0.289143	-1.087	0.145934	0.344779	-0.848436	0.469548	3.33157
FBXO34	0.0435665	0.0924513	0.206265	0.0239696	-0.185735	-0.0708289	-0.457806	-1.01082
DHTKD1	0.421552	-0.22543	-0.0263837	0.37284	0.894337	0.396451	-0.163243	-1.00877
FAM227A	0.120141	0.704181	1.61344	1.37475	1.97705	0.151564	0.884586	3.13893
ZNF396	1.43394	-0.617747	1.09887	1.55978	2.28338	0.447019	1.29962	3.13893
BCDIN3D	-0.202602	-0.628395	-0.161	0.318415	-0.704974	-0.566037	0.814197	2.6397
H1-6	-0.0538884	2.02611	1.61344	0.823343	0.885348	-0.000439573	-1.53045	2.75784
AMTN	0.660709	-0.295819	-0.422183	0.0528245	-0.655221	0.736526	1.10698	2.6535
ZNF383	0.934884	-0.295819	0.733735	0.74088	1.09967	0.736526	0.732583	3.03201
ASAH2	-1.92425	1.28914	0.0284782	1.05282	-0.596327	1.73653	0.884586	3.72389
SH2D5	-0.924253	-1.03278	0.0284782	0.753264	-2.07026	-1.13794	-0.821683	2.69026
ZNF420	0.752132	-1.29582	0.0757839	0.93418	1.2323	-0.526508	3.05451	3.33157
ZNF772	0.875977	0.289143	0.613441	0.915321	0.134856	1.15156	0.469548	2.84615
KANK2	-0.248525	-0.0380215	0.0353646	-0.523368	1.75417	0.63699	-0.109918	-1.02237
C6orf141	0.21325	1.28914	-0.164167	0.0528245	0.84728	-0.263474	1.2631	2.76453
GFPT1	0.0893573	0.266243	0.270085	-0.308832	1.5632	0.913404	-0.230935	-1.00108
PAM16	-0.339291	0.874106	-0.386559	0.690254	-1.19579	-0.641986	0.732583	2.76453
ZNF469	0.0757469	0.534256	0.0812197	-1.94718	0.344779	2.0991	-0.167503	-1.00062
RPS28	-1.14665	-2.61775	-0.708487	-0.625247	-2.24018	-1.84844	2.20651	3.91654
FOXO3B	-0.488154	-1.29582	-0.386559	-0.084679	0.460257	0.473492	0.621552	2.55397
ARFGAP3	0.376297	0.0397837	0.0732027	0.186326	0.95681	0.216748	-0.0184223	-1.02385
ENSG00000249590	0.397675	-0.295819	0.613441	1.05282	-0.240183	-0.263474	-0.115414	3.5015
ENSG00000258989	0.660709	-0.295819	-0.386559	0.0528245	-1.65522	0.736526	1.88459	3.5015
ENSG00000261884	0.319672	1.28914	1.1984	-0.21021	-0.847866	-0.263474	0.884586	3.5015
BAHCC1	0.0785952	0.209416	0.613441	-0.088038	0.255512	-0.621026	-0.00647972	-1.01892
