geneName	HEK293_2h	HMECs_1h	HMECs_24h	MCF10A_2h	M231_1h	SUM159PT_1h	SUM159PT_24h
FLVCR2	NA	-1.10321	-0.00425	-0.365037	0.486224	-1.34709	0.0749995
TGFB3	0.672497259481896	-1.2476	-0.0193569	-0.500222	-0.0283494	4.26198	1.28671
GPR75	0.439730328603437	0.0478513	-0.15686	-0.763256	0.796564	2.08809	1.00071
YIPF4	0.914604669132365	-0.0417286	0.305557	-0.0813322	-0.135946	-1.45172	-0.264247
EPCAM	0.0678832907849509	0.0167851	-0.295905	0.236744	0.303002	5.54354	-2.67171
ELOVL3	NA	-0.0776796	1.05103	0.236744	0.556613	2.79858	0.498211
GPAM	0.898595518584931	-0.107926	-0.38381	-0.532373	0.084071	-1.19687	0.0509295
PPP1R3C	NA	0.237822	-0.000248067	0.236744	-0.222173	-1.90638	0.0718404
AVPI1	NA	-0.00622907	-0.0174473	0.336279	-0.132097	-1.31745	0.00276539
KCNIP2	NA	-0.103215	-1.68232	1.23674	-0.439187	1.26253	0.769513
MSX2	0.724788787358505	-0.469997	-0.900712	-0.570611	-0.272115	3.21362	-0.501789
GRIA2	NA	0.337358	0.243678	0.236744	-0.250742	4.21362	2.49821
CCDC170	NA	1.33736	0.243678	0.236744	0.334221	4.38355	0.498211
PCMT1	0.722704329074158	-0.0545742	-0.259394	0.293931	0.0441415	-1.06809	0.0691716
PCDHB8	NA	0.337358	1.24368	0.236744	-0.133385	5.08809	1.7206
CENPL	0.280246188714644	-0.378189	-0.61546	0.236744	0.131261	-1.17244	-1.11846
SLC10A7	0.556006582962037	-0.0496652	-0.320223	-1.0003	0.0862932	-1.84083	0.01011
MASTL	0.235570479244353	-0.161686	-0.478789	0.260203	-0.00763849	-1.14588	-0.211041
DNAJC15	NA	0.0528704	-0.246014	0.339503	0.0318328	-1.0745	-0.371085
UFM1	0.872047134296404	0.154372	-0.526841	0.449737	-0.0631148	-1.26098	-0.21778
ELF1	0.700583194656848	-0.0452964	-0.159345	0.0510812	-0.00723461	-1.26961	-0.0479462
EXOSC8	0.603187151030838	-0.165025	-0.608258	0.388747	0.123989	-1.41906	-0.829466
GLT8D2	0.954917885968728	0.165877	0.494221	-0.611253	-0.250742	-1.12742	-1.04928
NFYB	0.950972613366631	-0.0611915	-0.432974	-0.485722	-0.0246737	-1.21105	-0.618333
ZNF706	0.799720191660754	0.0772951	-0.0708331	-0.242424	0.508944	-1.09717	0.725388
TEX14	0.277040488534022	1.07432	-1.34128	1.23674	-0.361773	4.67305	1.49821
ABCC11	NA	-0.662642	0.243678	-1.34822	0.486224	5.57117	-1.50179
PLBD1	NA	0.337358	1.24368	0.236744	0.356416	3.02098	-0.501789
ZSCAN18	0.863738707375286	0.55975	-0.0193569	0.236744	-0.154857	4.13962	-1.82372
PDZRN3	0.645456073292615	-0.762178	-0.341285	0.236744	0.0711863	3.38355	-0.501789
LHX4	0.528332846846605	0.337358	1.24368	0.651781	-0.340009	3.38355	-0.501789
CSTA	NA	-0.0806622	0.653678	-0.763256	-0.376273	-1.75634	-0.390833
NAA50	0.926610881107962	-0.0953702	-0.26338	-0.522858	0.0632288	-1.06589	-0.228988
ADGRB2	0.948367722226402	0.79679	0.413603	0.777312	-0.312142	1.90168	0.851848
LIAS	0.509611928154725	0.168481	-0.263724	0.696175	-0.180352	-1.01601	-0.454903
ACVR2A	0.453099771433729	0.0526284	0.131785	0.786082	0.265023	-1.09304	0.657868
KIAA1191	0.342189228888255	-0.945042	0.493291	-0.032443	-0.484414	-1.37134	0.471244
PTGFR	NA	-0.662642	-0.756322	0.92027	-0.0283494	-1.5808	0.390296
ARL4A	0.555184293632417	-0.262104	0.506712	-1.57061	0.473624	-3.14393	-0.274379
SPINK4	NA	0.337358	0.243678	0.236744	0.749258	4.02098	0.498211
DNAI1	NA	1.33736	2.82864	0.236744	-0.250742	3.79858	0.498211
VPS26A	0.973203568392365	0.124017	-0.0528684	0.073738	-0.0427075	-1.10236	0.173299
RASSF8	0.5652394739679	-0.2648	-0.570531	0.0930081	0.285311	1.29608	0.410748
BHLHE41	NA	0.212551	0.464931	-1.34822	-0.473134	-1.24581	0.181737
SPRYD7	0.429510688298639	-0.0178865	-0.772478	-0.650782	-0.0318707	-1.08725	-0.0469938
ATP7B	0.563347606536825	0.337358	0.987338	-0.359901	-0.172739	-1.1932	-0.184816
ATF1	0.602054593788329	-0.211431	-0.452542	0.492303	0.273089	-1.24261	-0.150663
HOXC11	0.891712441971233	0.0743235	-1.34128	-1.14177	-0.835704	1.16631	0.00344628
SARDH	NA	-0.662642	1.24368	0.973709	-0.152114	4.67305	0.498211
NMI	NA	0.0907179	0.606248	-0.115558	0.0664484	-1.27992	-0.542816
CKS2	0.685294858526556	0.126276	-0.604319	0.3899	0.221961	-1.12122	-0.564168
ACSL3	0.929240023369861	0.0603636	0.0151371	-0.627755	-0.0618734	-1.04655	0.575125
PREX1	0.701027633666556	-1.2476	1.24368	1.23674	-0.742595	2.65019	0.454156
XG	NA	-0.247605	0.243678	0.236744	-0.250742	5.67305	0.498211
PACSIN1	NA	-0.662642	0.243678	0.236744	-1.25074	5.46155	0.498211
PEX6	0.878731101024287	0.195339	0.719411	0.198474	-0.0977899	1.10928	-0.120699
SPDEF	NA	-1.66264	-0.756322	0.236744	-0.57267	6.0716	0.498211
GNMT	0.520727557696285	1.07432	0.243678	1.23674	0.20869	3.62866	-1.08675
SSR1	0.751239684448157	-0.0118331	-0.0387222	-0.0287278	0.0442565	-1.31116	-0.113332
EEF1E1	0.825603203864722	-0.253837	-0.660107	-0.582684	0.42733	-1.32434	-0.347876
RAB17	NA	0.724381	0.450128	-0.178294	-1.8357	3.79858	0.498211
MT2A	0.267373222271599	-0.126342	-0.573957	0.455177	-0.102588	-1.81147	-0.993448
IRF1	NA	0.0270178	0.00829945	-0.763256	0.247036	-1.17526	-0.437808
MSTO1	0.897328673711618	0.78987	0.243678	1.38875	0.463856	1.14651	-0.376258
PSD4	NA	-0.102511	-0.156663	-0.500222	-0.38051	2.38355	0.305566
SLC25A23	0.546792143478761	-0.148069	0.399797	1.09924	-0.27311	1.12873	0.368928
TNFSF14	NA	0.337358	0.243678	0.236744	0.749258	2.43601	0.913248
RTN2	0.720385541389933	-0.247605	0.495216	0.111213	0.0363563	1.97261	-2.20223
OVOL2	NA	-0.194863	-0.884647	0.236744	-0.443387	3.02098	-0.501789
FAM110A	NA	0.00362051	0.0599656	0.993472	-0.158819	1.36562	0.328286
MAX	0.748035241402386	-0.0812462	-0.349322	-0.381694	0.0368348	-1.42935	-0.167125
NECAB3	0.386922602520958	-0.247605	0.658715	0.0630955	-0.128751	1.71045	0.156105
GRPR	NA	1.33736	0.243678	0.236744	0.111828	3.46155	-0.501789
MCF2L	0.462440485835017	-0.247605	0.658715	0.236744	0.301799	3.46155	-0.501789
NR1D1	0.913806040368112	0.138622	0.631383	0.32016	-0.203657	-2.23169	-0.437042
PRRG2	NA	0.259355	0.353302	-0.348219	-0.250742	4.21362	0.498211
STAT5A	NA	-0.325607	-0.0973594	-0.125826	0.0318972	1.64658	0.5686
WNK4	NA	1.65929	0.82864	0.651781	0.00451527	2.17709	-0.823717
GLIS2	NA	0.268645	0.517852	0.468917	-0.120681	1.71612	0.746138
PCNX4	0.888682427118779	0.0868144	-0.0510657	0.117162	-0.0135474	-1.09016	-0.179131
SGPP1	0.571962197693121	0.0726252	-0.229075	0.206209	0.0700804	-1.18527	-0.355794
AIF1L	0.422672592950443	-0.0318759	-0.0666626	0.236744	-0.136922	3.60594	-1.50179
FGD3	NA	-1.2476	0.243678	-0.763256	-1.07386	3.60594	-0.501789
BCL11B	NA	-0.150436	-0.132471	1.23674	-0.357657	-1.59373	-0.916827
ABHD8	NA	-0.428177	0.679777	0.236744	0.0695552	1.05316	0.572212
ATP13A4	NA	-0.399608	-1.07825	0.236744	-0.961235	-1.72667	0.753605
RAP1B	0.915669380788575	0.551065	-0.159287	0.166354	0.425256	-1.12742	0.294678
WFIKKN1	NA	1.33736	0.243678	0.236744	0.111828	4.02098	2.08317
EMC6	0.483208388698794	-0.197419	-0.367048	0.145978	-0.0475275	-1.19446	-1.61031
GNG11	0.914972400008622	-0.456191	-0.8718	0.16368	-0.17694	1.05783	0.840443
GNAI1	0.895395975773877	0.206916	0.190461	0.355064	0.217968	-1.1744	0.445584
SGCE	0.964896176287838	0.105542	-0.0250035	0.65773	-0.0484122	-1.68578	0.176283
RASL11B	NA	0.444273	-0.649407	-1.76326	0.401335	-1.23808	0.450905
GAL3ST1	0.357573059601389	0.530003	-0.241749	0.236744	-0.135265	3.79858	2.08317
APOL3	NA	0.144713	-2.75632	0.236744	0.749258	-1.09219	0.0224775
RIBC2	NA	0.337358	0.395681	-0.763256	-0.526376	1.51318	-0.880301
ATP6V1F	0.2663648519426	0.150627	0.167978	0.179519	-0.124565	-1.0945	-0.303375
LSM8	0.995832256930619	-0.0832178	-0.376536	-0.478279	0.172951	-1.10269	-0.476698
PODXL	0.534333660830868	0.0743235	-0.341285	-0.133625	0.145724	-1.64698	-0.184049
SMO	0.185926339442621	-0.864276	0.305078	0.236744	-1.8357	3.79858	1.49821
NDUFA5	0.69229253135084	-0.0349751	-0.0582662	0.463813	0.14124	-1.02385	0.0187704
ORMDL1	0.707627848136946	-0.0510445	-0.241749	-0.356936	0.213469	-1.20142	-0.159397
SNRPN	NA	-0.229683	0.64967	0.462036	0.111828	-1.0152	-0.207046
PSMG2	0.78903771288909	-0.0231423	-0.190823	-0.144078	0.176145	-1.20018	-0.411928
MYO5C	0.635202691822417	0.277237	0.183557	0.415081	-0.182517	6.73718	-0.501789
ELL3	0.36355041441795	-0.662642	0.980643	0.236744	0.269265	3.87659	1.23518
DUT	0.702502671123626	-0.111726	-0.347552	0.554944	0.0648848	-1.01512	-0.744527
THAP10	0.182906084031	0.192968	-0.290659	0.821706	0.111828	-1.89072	-0.680126
ANAPC13	0.884781390820242	-0.0269165	0.106174	-0.0370172	-0.121459	-1.24581	-0.422062
KIF1C	0.958825551016311	-0.356418	0.0875583	-0.716335	-0.28075	1.14531	-0.00567992
AP1M2	NA	0.10535	0.095155	0.821706	0.595675	3.37656	-1.218
DTD2	0.431577895241777	-0.236878	-0.0944912	-0.47375	-0.125211	-2.39519	-0.345064
FOXA1	NA	0.989435	0.758251	-0.0262908	-0.52376	4.92634	-0.671714
DAD1	0.36671258178604	-0.144571	-0.350066	0.152033	0.0974873	-1.36364	-0.446565
EPB41L4A	NA	-0.98457	0.290983	1.82171	-0.0987387	4.02098	0.498211
QRICH2	0.712570672126113	0.266969	-0.756322	-0.763256	0.173756	1.56509	0.225192
CHRNA10	NA	1.07432	0.658715	1.82171	-0.0491079	2.47665	0.176283
PLPPR3	0.430482839367162	1.33736	1.24368	-0.763256	0.334221	4.02098	0.498211
TNNI3	0.740785012015568	0.337358	0.243678	-0.763256	1.33422	3.43601	0.498211
CBFA2T3	NA	0.337358	0.82864	0.236744	0.486224	5.73718	1.49821
STARD8	NA	-0.340714	-0.434394	1.30713	-0.0797556	1.69905	-0.40868
DOCK6	0.896300572745013	0.00579805	0.549054	-0.182482	-0.0822704	1.10564	-0.13614
LDLR	0.742457135106894	-0.115323	-0.636612	-0.543703	-0.296673	1.76537	1.39308
GADD45G	0.974122924658143	1.33736	1.82864	0.236744	-0.250742	-1.72498	-0.440388
FCHO1	NA	-0.952149	0.913529	0.599314	-0.314872	4.38355	2.08317
KLHDC7B	NA	1.33736	-1.34128	-0.192941	1.20869	-2.61927	-1.63424
PXDN	NA	0.0936456	0.46607	-0.0611459	0.000500249	4.46155	0.913248
TRPM4	0.681930376785042	0.138697	0.358077	-0.295477	-0.202325	1.0589	-0.268955
CRB3	NA	0.0451772	-0.0485032	0.236744	-1.25074	3.21362	-0.501789
OLFM1	NA	-0.662642	0.82864	0.236744	-0.250742	5.57117	-0.501789
HELZ2	NA	0.328139	0.215843	-0.212015	-0.0710824	1.22559	-0.57579
TNNI2	NA	0.252469	-0.157685	0.236744	-0.835704	3.79858	0.498211
COL5A1	NA	0.0802001	0.356888	0.236744	-0.082426	1.3337	-1.21179
CYP2E1	NA	0.337358	0.944117	0.236744	0.00890203	2.43601	0.498211
PNPLA7	NA	0.259355	0.69619	0.499778	-0.0767124	2.17615	0.0201637
RBBP8NL	NA	1.65929	1.56561	0.236744	0.749258	4.21362	0.498211
UCK1	0.291250671539987	-0.286494	-0.667055	0.803784	-0.0593763	1.10865	0.393241
FIBCD1	NA	0.337358	0.243678	0.663008	-0.180352	5.21362	0.498211
MAP3K10	0.439329363699557	0.427556	0.748913	-0.052763	-0.292562	1.54483	0.753468
SMPDL3B	NA	-0.555727	0.280203	0.651781	0.234685	2.26425	-0.501789
MED18	0.93993441479033	-0.108809	-0.377264	0.0464124	0.00397735	-1.79455	-0.493661
CCDC62	NA	0.337358	1.82864	1.82171	-0.184399	1.21362	0.950723
PLXNA3	0.712044561604409	0.134624	0.129299	-0.162561	-0.561529	1.31671	0.437585
LRP3	0.912361794012291	-0.469997	0.243678	-0.0988594	-0.968971	1.90168	-0.349786
MTRFR	0.90323534190641	-0.0619123	0.0396636	0.383585	-0.189103	-1.34097	-0.607917
HABP4	0.956105353679337	-0.143268	-0.124054	-0.400686	0.0457513	1.01431	0.673298
EPS8L1	0.477587219747406	0.0885374	0.683498	-0.763256	-0.105311	3.32142	0.163792
ZNF341	0.865599292789085	0.889899	-0.139651	0.187834	-0.450051	1.08238	-0.703423
ZNF227	0.491474999379178	-0.306498	-0.00786125	-0.487622	0.210748	-1.03959	-0.104454
COX7B	0.529461352275044	0.0451052	0.169491	0.10842	0.0873576	-1.0568	0.276527
RAB11FIP4	0.494627395927915	-0.177215	-0.305661	0.236744	-1.25074	1.47665	-0.238755
HACL1	0.970035806857048	0.00222427	0.000875763	-0.236627	0.0701493	-1.03431	0.234653
RFTN1	0.826218400548681	0.251201	-0.405415	-1.34822	-0.0236083	1.09814	-0.143335
PSMC3IP	0.681395072821442	-0.493888	-0.971712	0.107461	0.0585863	-1.36129	-0.68438
AOC3	NA	0.92232	-0.756322	0.236744	0.0862932	1.41525	0.761245
AOC2	NA	0.752395	-0.0193569	-0.348219	-0.132097	1.11632	0.589359
ANO1	NA	0.0877238	-0.945385	-1.76326	0.819648	4.79858	0.498211
CKMT2	NA	1.33736	1.24368	0.236744	-0.250742	4.02098	0.498211
LIN28A	NA	0.337358	0.243678	0.236744	-0.250742	4.79858	0.498211
LGALS3	NA	0.042356	0.295053	0.00735204	-0.118952	4.98621	-0.671714
MATN3	NA	0.237822	-0.270896	-0.0362749	0.12777	4.21362	-1.08675
PPARG	0.763372977427271	-0.247605	1.24368	-0.805077	0.197664	-1.15561	-0.326702
NUP210	0.895326521773576	-1.66264	1.56561	-0.793004	-0.0178394	1.09681	-2.02402
SEC61G	0.784876327038767	-0.21013	-0.628455	0.109585	0.2621	-2.24076	-0.66603
H3-3B	0.909471606520091	-0.00773751	-0.287084	0.69169	0.021747	-1.23004	-1.26444
EIF5A	0.793946278586909	-0.0147555	-0.436166	0.590762	0.258885	-1.18045	-0.618295
MATN2	NA	-0.185063	0.870634	1.82171	-0.00370091	2.02098	-0.179861
NES	NA	-1.2476	-0.341285	-0.763256	0.011566	4.02098	1.49821
RAB25	NA	-0.241728	0.373129	0.236744	-2.0581	6.85748	0.498211
SERINC3	0.295973266170125	-0.00550204	0.352218	0.205072	0.00164537	-1.04941	0.384554
PATJ	0.751520823264501	0.189331	0.0985889	-0.182341	-0.26577	1.22743	0.498211
FBXO44	0.666002517894117	-0.0024921	0.346771	0.0642764	-0.49175	1.42307	0.990064
POMP	0.68688430220252	-0.00247901	-0.39874	-0.0781981	0.161635	-1.0424	0.122566
CHRM3	NA	0.337358	0.243678	0.236744	-0.835704	-1.9762	-0.562331
CSNK1G2	0.29892505024889	-0.0976896	0.025254	-0.217432	-0.601023	1.11408	0.269392
RTN3	0.56440088200587	-0.0591323	-0.125001	0.260094	0.121419	-1.114	-0.302627
MED10	0.692074440929404	0.111798	-0.660842	-0.0587123	0.239245	-1.84922	-0.161997
LARGE1	0.778647708283959	0.433573	0.743249	0.0668186	-1.17674	3.53555	1.23518
GSTT2B	NA	-1.2476	0.658715	0.125712	-0.366219	1.06162	-0.238755
TMTC1	0.964007888469463	-0.0459707	0.607316	-0.415858	-0.00281428	-1.04941	0.401089
BMAL1	NA	0.0922454	0.273425	0.143634	-0.122986	-1.09053	-0.0719241
RNF122	0.921727608959638	0.444273	-0.8718	1.23674	0.401335	2.43601	1.23518
TTC9	0.352409586456969	-0.115154	0.1282	0.236744	0.313159	2.35112	-0.823717
GSTM3	0.874796714085388	-0.306498	-1.40018	0.236744	-0.0788461	8.64407	-0.501789
LAMTOR5	0.695645636716499	-0.0428752	-0.235863	0.486881	-0.0644468	-1.07297	0.09977
GRHL1	0.560962727730796	0.185355	0.763052	-0.570611	-0.0442909	3.28401	-0.823717
NARS1	0.747003409389286	0.0126757	-0.0424701	-0.122822	-0.0806988	-1.01582	-0.267036
IL15RA	NA	-0.662642	-0.0193569	0.123533	1.02228	-1.09866	-0.381108
RERG	0.731047532671051	0.337358	0.243678	0.994173	0.486224	2.79858	-1.08675
STK26	0.861919090114589	-0.0702083	-0.359375	-0.162864	0.111264	3.79858	0.0831735
HOOK1	0.610992237676267	0.120702	0.0923129	1.23674	-1.25074	5.67305	0.913248
BTF3L4	0.266780821443171	-0.446913	-0.125556	0.751317	-0.388245	-1.21522	-0.849712
RNF138	0.789670247935639	-0.193157	-0.623872	-0.0851845	0.0848612	-1.05768	-0.441247
SLC43A3	NA	-0.141405	-0.7765	-0.233161	0.285947	3.79858	2.08317
TMEM258	0.757177883424218	-0.101255	-0.271331	-0.0851845	0.264109	-1.46834	-0.67698
C5AR2	NA	0.337358	1.24368	-0.348219	-1.25074	2.69905	-0.238755
TMED7	NA	0.107876	0.0388577	0.352221	0.146594	1.15704	0.382734
WDR36	0.429383711619399	-0.070914	-0.572995	-0.891771	0.149131	-1.00792	-0.259005
PSAT1	0.668550252281832	-0.462794	0.596587	0.569812	0.0792516	-1.28753	-0.306383
MSI1	0.631912011090886	1.33736	-0.756322	0.236744	0.334221	4.02098	0.498211
BICDL1	NA	-0.478218	0.176563	-1.34822	-1.12521	1.21362	1.45757
CD36	NA	-0.0776796	0.243678	0.651781	0.749258	3.27251	-0.0867515
PNPLA8	0.855806336971658	-0.117588	-0.129198	0.0466407	0.181926	-1.35966	-0.00689822
LCA5	0.43174679575592	-0.296514	0.634467	0.499778	-0.1902	-1.05487	0.127843
EHF	NA	0.00978325	-0.217164	1.08474	-0.420667	5.38355	-1.08675
ELF5	NA	0.337358	0.243678	0.236744	-0.250742	5.38355	-1.08675
AVIL	NA	0.822785	-0.0782506	2.55867	-0.208922	2.46155	-0.501789
ITGA7	NA	0.337358	0.565606	0.973709	0.386688	1.07612	-0.0543301
BLOC1S1	0.64553980147143	-0.723184	-0.302291	0.937183	-0.897105	-1.23704	-0.905145
ZC3H10	0.973541941255383	0.135724	0.420555	1.23674	0.350709	-1.85247	-0.438595
MAP7	0.933246016802661	0.107352	0.0343032	-0.400686	1.1643	3.40627	0.690856
STX11	0.664352231650825	-0.148069	0.243678	0.558672	-0.736169	1.06162	-1.23875
KIAA0513	NA	0.185355	0.875946	0.493083	0.230791	2.25801	1.49821
CCDC102A	0.768750522300694	0.0963498	0.0667998	0.463019	-0.268889	1.86967	0.846134
CAPN9	NA	-0.662642	-0.756322	0.236744	-0.250742	2.53555	-0.501789
KIAA1614	NA	1.65929	0.82864	0.236744	-1.12521	2.79858	1.49821
DRAM1	0.782600385881171	-0.031424	-0.272446	0.19094	0.553338	-1.10831	0.109856
SUCLA2	0.525814000035672	0.070204	-0.00241474	-0.0509529	0.0337836	-1.29301	0.0546869
ITM2B	0.821814827425134	0.0113716	0.647366	0.292932	0.013926	-1.30897	0.257697
RAPGEF5	0.806643039086758	0.100319	0.106174	0.236744	0.203824	2.79858	-1.08675
NACAD	0.990122777839976	0.729675	0.413603	0.236744	0.164296	1.99123	0.498211
UGGT1	0.811634654997367	-0.0903848	0.0371754	-0.348617	0.160905	-1.19938	-0.31297
KLF4	0.508396984935635	0.224394	-0.125808	0.810735	0.00757021	-1.41574	0.384554
RALGPS1	0.988074619148922	0.167433	-0.604319	0.236744	0.00527219	3.87659	2.23518
SLC31A1	0.937360213454392	0.116388	0.00266942	0.352221	0.203571	-1.68376	-0.807446
BAAT	NA	1.33736	1.24368	1.23674	-0.835704	2.53555	-0.501789
DPM2	0.419469225065981	-0.0864498	-0.0141202	-0.348219	0.187379	-1.24955	-0.719207
TSTD2	0.785659233825594	-0.183474	-0.17136	-0.886639	0.0997555	-1.06014	-0.365906
LMX1B	0.636229555403745	-0.017307	0.572985	0.973709	-0.119497	4.02098	0.498211
DERL1	0.883193871388568	0.0596942	-0.37485	-0.232187	0.3279	-1.19731	-0.381847
DMAC1	0.925215047643236	-0.134904	0.00921226	0.586193	-0.275833	-1.03431	-0.696605
IGFBPL1	NA	1.33736	1.24368	0.236744	0.0242653	3.53555	0.498211
FOXP4	0.919136350110058	-0.0220449	0.0113866	-0.576378	-0.453983	1.01693	0.380374
KIF13A	0.89753231036303	0.0697787	0.179547	0.886801	-0.154526	4.91406	0.498211
FRS3	0.916385504450157	-0.762178	-0.855858	1.55867	-0.928814	1.06162	-0.238755
HMGA1	0.616582502090127	0.118838	-0.762986	-0.178294	-0.276894	1.21362	-0.204807
ARRB1	0.61484114428561	0.41536	0.533184	0.0847405	0.218163	1.62866	-0.434675
IL18BP	NA	1.14471	1.05103	-0.763256	0.0971815	1.95059	0.135641
CCDC90B	0.752879804681342	-0.132556	0.13376	-0.336442	-0.0121694	-1.19898	0.114564
CREBZF	0.667231317824819	0.187115	0.00266942	0.412593	-0.274393	1.16811	0.12149
SULF1	0.523130152789515	-0.297358	0.07528	-0.145127	-1.09874	1.77752	1.55961
SORL1	NA	0.0526033	0.403124	-0.178294	-0.682458	2.0087	0.498211
CFAP300	NA	-0.700117	0.00266942	1.08474	0.164296	-1.04577	-0.250981
TMPRSS13	NA	1.33736	2.56561	0.236744	-1.25074	3.43601	-1.08675
ALKBH8	0.571711563843648	0.0894304	-0.196895	0.512378	0.277637	-1.52086	-0.690524
HAUS2	0.50003617763986	0.224349	-0.536756	-0.597246	0.0827658	-1.09598	-0.400191
ZNF280D	NA	-0.0914854	0.0685908	-0.933181	-0.203436	-1.08184	0.328286
SEMA6D	NA	0.337358	0.243678	3.55867	0.0836772	-1.30295	0.42642
SPTBN5	NA	0.71587	0.272247	0.236744	-0.590716	1.62866	-0.62732
FNBP1L	0.286320303913578	0.113702	0.15242	-0.458999	-0.0060082	2.08238	0.675089
SLC44A5	0.853312581782352	0.337358	1.24368	-0.872881	-0.388245	-1.23048	0.054111
DBT	0.657498967398633	-0.0617381	0.402876	0.538399	0.147222	-1.3768	-0.121185
SELENOI	0.594894331598224	0.0122625	-0.255312	-0.69229	0.300737	-1.38074	-0.702486
SLC5A6	0.634845162664689	-0.124428	-0.441941	-0.413199	0.478096	1.01974	-1.07814
CENPO	0.801198190470754	-0.0406175	-0.794362	0.37001	0.142652	-1.27251	-1.23523
LBX1	0.55432309703881	0.337358	1.82864	0.236744	0.749258	3.53555	0.498211
PLCE1	0.551311645756214	0.337358	1.24368	0.973709	-0.199861	1.1957	-0.934748
GPR87	NA	-0.0274788	0.133914	-0.384745	-2.25074	-1.88592	-0.0163622
FAM149B1	0.326977349365135	0.292964	0.328566	1.23674	-0.397583	-1.41865	-0.549095
FAM117B	0.680132402373416	0.0072093	0.0880266	0.985205	0.121227	-1.16119	0.588072
ITGAV	0.956084811057566	0.0454245	0.224148	-0.203539	0.0195545	-1.13807	0.211418
SLC40A1	NA	1.33736	0.243678	0.236744	-0.250742	6.67305	1.49821
SLC35A5	0.406354313167691	0.112798	-0.0271764	0.408355	0.00383104	-1.39304	-0.282476
SLC49A4	0.541538790310594	0.0687792	0.397261	0.338027	0.467744	-1.07178	-0.133749
COX17	0.787788771629888	0.170708	-0.0458291	0.671146	0.134548	-1.4588	-1.53036
UBL7	0.907419478404238	-0.256402	-0.181628	0.163495	-0.32791	-1.10831	-0.462835
AP1AR	0.28898099600751	0.14631	-0.0260828	0.70387	-0.021541	-1.11569	0.631694
HNRNPD	0.875085238238833	-0.0347319	-0.200153	-0.491834	0.222413	-1.00653	-0.206792
GPAT3	0.733230694000247	-0.00821478	-0.99498	0.322473	0.238427	-1.5143	0.399647
FRAS1	0.877853666386281	0.254217	0.336787	0.821706	-0.250742	-2.25586	-0.0718012
CNOT6L	0.535310848115549	-0.211728	0.102016	0.236744	-0.0891526	-1.26825	-0.0342841
EGF	NA	0.337358	0.243678	-0.763256	-0.513776	3.3291	0.498211
CPNE8	0.886472199160489	0.184836	-0.0620012	0.0577735	0.188869	-1.18156	0.211558
LLPH	NA	-0.542348	-0.325688	0.0732449	0.619198	-1.18631	-0.117448
INHBE	NA	-0.662642	1.24368	0.236744	-0.420667	-3.54647	-1.22711
LUM	NA	0.337358	0.243678	0.236744	-0.250742	4.21362	2.08317
RITA1	0.880683494487698	-0.198695	0.140584	-0.551752	-0.674549	1.07612	0.623742
LNX2	0.733456257182549	0.201921	0.0561941	0.438377	0.259292	-1.10831	0.458318
SUOX	0.542816283412001	-0.308534	0.210763	-0.0851845	-0.0496019	1.58446	0.284086
BRCA2	0.865860902386039	0.394901	-0.311508	-0.336442	0.184652	-1.18848	-0.583381
GALNT6	0.509376693280262	0.337358	0.906643	0.213285	0.263831	6.04651	-0.501789
VPS33A	NA	0.224883	0.314067	-0.370939	-0.0504431	1.59695	0.222577
GRTP1	0.182100234833504	-0.148069	0.82864	2.23674	-0.665779	5.91406	0.498211
MDGA2	NA	0.92232	1.82864	0.236744	-0.878773	-1.62332	-0.617266
WARS1	0.506097724525911	-0.0816129	-0.0328875	-0.0484865	-0.0719237	-1.1651	-0.495884
NIPA2	0.89458331532538	-0.017307	-0.189976	-0.158741	0.178594	-1.03	-0.225405
LYSMD2	0.685763915784953	0.0270178	-0.680771	-0.714347	0.689137	-1.21934	-0.423787
SLC27A2	0.939140610259762	-0.662642	0.243678	-1.08518	-0.321131	-1.10831	-0.586678
TLE3	0.369065059411216	0.0890109	-0.129476	0.414531	-0.060482	1.30263	0.89676
TSPAN3	0.356947494269281	0.0472897	0.0607452	0.203855	0.0988426	-1.08116	0.334812
NEIL1	0.960611934511885	0.822785	0.921749	-0.763256	-0.936633	1.43601	0.0287257
DNAJA4	NA	1.92232	0.243678	0.236744	-1.25074	5.12051	0.498211
IGF1R	0.892197229475487	0.0429105	0.241456	-0.174805	-0.215191	1.44363	0.666156
ARRDC4	0.332977898656716	0.75591	-0.226349	-0.763256	-0.443387	-2.60656	-0.112515
TXNL4B	0.640328574816968	-0.0611915	-0.73166	0.0143512	0.243683	-1.62096	-0.643343
MARVELD3	NA	-0.232958	-0.262508	-0.763256	0.0711863	4.96851	-0.501789
CPNE2	0.472920516358098	-0.0238296	-0.0566278	-0.597246	-0.132778	1.52174	1.15029
KIFC3	0.715537781276758	-0.070884	-0.59049	-0.0354018	-0.116411	1.07976	-0.413252
CMTM3	0.61487219717055	-0.662642	-0.586397	-1.40711	-0.332042	-1.63438	-0.212282
OSGIN1	NA	0.469808	-0.208835	0.633634	0.129401	1.77409	-0.298256
SGSM2	0.874753712780462	0.351033	0.483628	0.406669	-0.412008	1.06162	0.239293
ABCA8	NA	1.92232	1.24368	0.236744	0.164296	-1.50379	0.178391
BCAS3	0.68727191971086	0.305994	0.884428	-0.367328	-0.130448	-1.25037	-0.51617
GATA6	0.854055831088001	0.374833	-0.121607	-0.251756	-0.477018	-1.18168	-1.04561
